N,f,q,k,W,gossip_flow_recon_recall,gossip_flow_dos_recall,gossip_corrected_flow_recon_recall,gossip_corrected_flow_dos_recall,gossip_window_recon_recall,gossip_window_dos_recall,gossip_recon_fpr,gossip_dos_fpr,gossip_bandwidth,gossip_latency,indep_flow_recon_recall,indep_flow_dos_recall,indep_window_recon_recall,indep_window_dos_recall,indep_recon_fpr,indep_dos_fpr,indep_bandwidth,indep_latency,cent_flow_recon_recall,cent_flow_dos_recall,cent_window_recon_recall,cent_window_dos_recall,cent_recon_fpr,cent_dos_fpr,cent_bandwidth,cent_latency
16,4,4,8,5,0.9954,0.9540,0.1104,0.7845,0.9669,0.8944,0.7368,0.6512,0.0529,0.0800,1.0000,1.0000,1.0000,0.9995,0.9146,0.7749,0.0000,0.0000,0.9983,0.9792,0.9863,0.9386,0.8206,0.6871,0.0132,0.0500
16,4,6,8,5,0.9119,0.8677,0.2943,0.7804,0.7802,0.7336,0.4633,0.5317,0.0529,0.2300,1.0000,1.0000,1.0000,0.9995,0.9146,0.7749,0.0000,0.0000,0.9765,0.9371,0.9267,0.8609,0.6444,0.6219,0.0132,0.1100
16,4,8,8,5,0.6216,0.6388,0.3504,0.6148,0.4095,0.3476,0.1816,0.3137,0.0529,0.6400,1.0000,1.0000,1.0000,0.9995,0.9146,0.7749,0.0000,0.0000,0.8804,0.8476,0.7330,0.6777,0.4210,0.4882,0.0132,0.2900
16,2,2,16,5,1.0000,1.0000,0.0069,0.8190,0.9994,0.9993,0.8241,0.6148,0.0410,0.0000,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,0.0000,1.0000,1.0000,0.9994,1.0000,0.8336,0.6277,0.0205,0.0000
16,2,4,16,5,0.9874,0.9819,0.1527,0.8748,0.9489,0.8909,0.7194,0.5366,0.0410,0.1100,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,0.0000,0.9997,1.0000,0.9937,0.9900,0.8089,0.5973,0.0205,0.0100
16,2,6,16,5,0.9216,0.8420,0.5392,0.7672,0.7973,0.7472,0.4531,0.4604,0.0410,0.1600,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,0.0000,0.9940,0.9946,0.9779,0.9454,0.7750,0.5649,0.0205,0.0600
16,2,8,16,5,0.7757,0.7655,0.5804,0.7298,0.5701,0.5961,0.2825,0.3742,0.0410,0.2800,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,0.0000,0.9863,0.9631,0.9463,0.8816,0.7093,0.5317,0.0205,0.1100
16,2,10,16,5,0.5409,0.6270,0.4439,0.6195,0.3194,0.3433,0.1515,0.2730,0.0410,0.5300,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,0.0000,0.9691,0.8948,0.8933,0.8110,0.5906,0.4985,0.0205,0.1400
16,2,12,16,5,0.2160,0.3957,0.2042,0.3957,0.0587,0.1311,0.0401,0.1937,0.0410,1.2100,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,0.0000,0.9256,0.8454,0.7973,0.7658,0.4666,0.4680,0.0205,0.1600
16,2,14,16,5,0.0129,0.1252,0.0129,0.1252,0.0025,0.0166,0.0017,0.0412,0.0410,2.1300,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,0.0000,0.8458,0.7985,0.6894,0.6953,0.3605,0.4310,0.0205,0.1600
16,2,16,16,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0008,0.0410,0.0000,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,0.0000,0.7111,0.7327,0.4703,0.5150,0.2357,0.3402,0.0205,0.4000
16,3,2,16,5,1.0000,1.0000,0.0069,0.8132,0.9987,0.9993,0.8302,0.6219,0.0615,0.0000,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,0.0000,1.0000,1.0000,0.9994,1.0000,0.8336,0.6277,0.0205,0.0000
16,3,4,16,5,0.9946,0.9900,0.0521,0.8655,0.9766,0.9308,0.7637,0.5619,0.0615,0.0700,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,0.0000,0.9997,1.0000,0.9937,0.9900,0.8089,0.5973,0.0205,0.0100
16,3,6,16,5,0.9660,0.8995,0.3993,0.8053,0.8763,0.8097,0.5724,0.4927,0.0615,0.1400,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,0.0000,0.9940,0.9946,0.9779,0.9454,0.7750,0.5649,0.0205,0.0600
16,3,8,16,5,0.8744,0.8044,0.5624,0.7432,0.7241,0.7146,0.3909,0.4365,0.0615,0.1600,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,0.0000,0.9863,0.9631,0.9463,0.8816,0.7093,0.5317,0.0205,0.1100
16,3,10,16,5,0.7609,0.7388,0.5884,0.7051,0.5543,0.5735,0.2716,0.3616,0.0615,0.2800,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,0.0000,0.9691,0.8948,0.8933,0.8110,0.5906,0.4985,0.0205,0.1400
16,3,12,16,5,0.5586,0.6427,0.4657,0.6261,0.3131,0.3546,0.1566,0.2782,0.0615,0.5800,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,0.0000,0.9256,0.8454,0.7973,0.7658,0.4666,0.4680,0.0205,0.1600
16,3,14,16,5,0.2271,0.3852,0.2131,0.3852,0.0631,0.1357,0.0463,0.1986,0.0615,1.1600,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,0.0000,0.8458,0.7985,0.6894,0.6953,0.3605,0.4310,0.0205,0.1600
16,3,16,16,5,0.0000,0.0545,0.0000,0.0545,0.0000,0.0067,0.0017,0.0283,0.0615,2.3000,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,0.0000,0.7111,0.7327,0.4703,0.5150,0.2357,0.3402,0.0205,0.4000
16,4,2,16,5,1.0000,1.0000,0.0069,0.8039,0.9994,1.0000,0.8328,0.6258,0.0820,0.0000,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,0.0000,1.0000,1.0000,0.9994,1.0000,0.8336,0.6277,0.0205,0.0000
16,4,4,16,5,0.9971,0.9971,0.0280,0.8606,0.9798,0.9667,0.7876,0.5781,0.0820,0.0300,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,0.0000,0.9997,1.0000,0.9937,0.9900,0.8089,0.5973,0.0205,0.0100
16,4,6,16,5,0.9805,0.9423,0.2348,0.8396,0.9236,0.8490,0.6571,0.5174,0.0820,0.1200,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,0.0000,0.9940,0.9946,0.9779,0.9454,0.7750,0.5649,0.0205,0.0600
16,4,8,16,5,0.9322,0.8452,0.5143,0.7660,0.8119,0.7618,0.4610,0.4675,0.0820,0.1500,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,0.0000,0.9863,0.9631,0.9463,0.8816,0.7093,0.5317,0.0205,0.1100
16,4,10,16,5,0.8292,0.7833,0.5901,0.7312,0.6604,0.6747,0.3333,0.4145,0.0820,0.1800,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,0.0000,0.9691,0.8948,0.8933,0.8110,0.5906,0.4985,0.0205,0.1400
16,4,12,16,5,0.6825,0.7300,0.5349,0.7036,0.4558,0.5283,0.2332,0.3416,0.0820,0.3700,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,0.0000,0.9256,0.8454,0.7973,0.7658,0.4666,0.4680,0.0205,0.1600
16,4,14,16,5,0.4860,0.5608,0.4125,0.5534,0.2399,0.2901,0.1319,0.2450,0.0820,0.6800,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,0.0000,0.8458,0.7985,0.6894,0.6953,0.3605,0.4310,0.0205,0.1600
16,4,16,16,5,0.0924,0.2690,0.0924,0.2690,0.0170,0.0532,0.0112,0.1374,0.0820,1.8000,1.0000,1.0000,1.0000,1.0000,0.8852,0.6634,0.0000,0.0000,0.7111,0.7327,0.4703,0.5150,0.2357,0.3402,0.0205,0.4000
32,2,2,4,5,0.9771,0.9078,0.3175,0.6645,0.9212,0.8217,0.5484,0.7882,0.0084,0.1600,0.9986,0.9946,0.9947,0.9703,0.7398,0.9148,0.0000,0.0300,0.9934,0.9648,0.9776,0.9034,0.6509,0.8609,0.0042,0.0900
32,2,4,4,5,0.3124,0.3712,0.1376,0.2458,0.2167,0.1978,0.0897,0.1376,0.0084,0.9300,0.9986,0.9946,0.9947,0.9703,0.7398,0.9148,0.0000,0.0300,0.8947,0.8097,0.7840,0.6948,0.3863,0.6778,0.0042,0.2500
32,3,2,4,5,0.9846,0.9411,0.2294,0.6857,0.9485,0.8562,0.5976,0.8272,0.0127,0.1400,0.9986,0.9946,0.9947,0.9703,0.7398,0.9148,0.0000,0.0300,0.9934,0.9648,0.9776,0.9034,0.6509,0.8609,0.0042,0.0900
32,3,4,4,5,0.5275,0.5285,0.3287,0.3884,0.3249,0.3069,0.1275,0.3209,0.0127,0.8600,0.9986,0.9946,0.9947,0.9703,0.7398,0.9148,0.0000,0.0300,0.8947,0.8097,0.7840,0.6948,0.3863,0.6778,0.0042,0.2500
32,4,2,4,5,0.9894,0.9587,0.1914,0.6999,0.9608,0.8866,0.6209,0.8415,0.0169,0.1100,0.9986,0.9946,0.9947,0.9703,0.7398,0.9148,0.0000,0.0300,0.9934,0.9648,0.9776,0.9034,0.6509,0.8609,0.0042,0.0900
32,4,4,4,5,0.6662,0.6366,0.4196,0.4847,0.4475,0.4342,0.1848,0.4344,0.0169,0.6200,0.9986,0.9946,0.9947,0.9703,0.7398,0.9148,0.0000,0.0300,0.8947,0.8097,0.7840,0.6948,0.3863,0.6778,0.0042,0.2500
32,2,2,8,5,0.9980,0.9861,0.0584,0.5774,0.9908,0.9450,0.6705,0.8153,0.0155,0.0500,1.0000,1.0000,0.9987,0.9964,0.7726,0.8737,0.0000,0.0000,1.0000,0.9988,0.9974,0.9818,0.7097,0.8473,0.0078,0.0200
32,2,4,8,5,0.8827,0.7948,0.3284,0.5405,0.7341,0.6356,0.2874,0.5633,0.0155,0.2900,1.0000,1.0000,0.9987,0.9964,0.7726,0.8737,0.0000,0.0000,0.9946,0.9726,0.9817,0.9209,0.6370,0.7908,0.0078,0.0600
32,2,6,8,5,0.4697,0.4696,0.1977,0.3299,0.3083,0.2376,0.0831,0.1960,0.0155,0.7600,1.0000,1.0000,0.9987,0.9964,0.7726,0.8737,0.0000,0.0000,0.9717,0.8934,0.9266,0.8105,0.4896,0.7216,0.0078,0.1200
32,2,8,8,5,0.2537,0.2463,0.0967,0.1678,0.1795,0.1213,0.0415,0.0058,0.0155,0.6600,1.0000,1.0000,0.9987,0.9964,0.7726,0.8737,0.0000,0.0000,0.8799,0.7885,0.7502,0.6461,0.3033,0.5711,0.0078,0.2400
32,3,2,8,5,0.9991,0.9936,0.0272,0.5732,0.9930,0.9600,0.6888,0.8270,0.0233,0.0400,1.0000,1.0000,0.9987,0.9964,0.7726,0.8737,0.0000,0.0000,1.0000,0.9988,0.9974,0.9818,0.7097,0.8473,0.0078,0.0200
