N,f,k,q,W,gossip_flow_recon_recall_mean,gossip_flow_recon_recall_std,gossip_flow_dos_recall_mean,gossip_flow_dos_recall_std,gossip_corrected_flow_recon_recall_mean,gossip_corrected_flow_recon_recall_std,gossip_corrected_flow_dos_recall_mean,gossip_corrected_flow_dos_recall_std,gossip_window_recon_recall_mean,gossip_window_recon_recall_std,gossip_window_dos_recall_mean,gossip_window_dos_recall_std,gossip_recon_fpr_mean,gossip_recon_fpr_std,gossip_dos_fpr_mean,gossip_dos_fpr_std,gossip_bandwidth_mean,gossip_bandwidth_std,gossip_latency_mean,gossip_latency_std,indep_flow_recon_recall_mean,indep_flow_recon_recall_std,indep_flow_dos_recall_mean,indep_flow_dos_recall_std,indep_window_recon_recall_mean,indep_window_recon_recall_std,indep_window_dos_recall_mean,indep_window_dos_recall_std,indep_recon_fpr_mean,indep_recon_fpr_std,indep_dos_fpr_mean,indep_dos_fpr_std,indep_bandwidth_mean,indep_bandwidth_std,indep_latency_mean,indep_latency_std,cent_flow_recon_recall_mean,cent_flow_recon_recall_std,cent_flow_dos_recall_mean,cent_flow_dos_recall_std,cent_window_recon_recall_mean,cent_window_recon_recall_std,cent_window_dos_recall_mean,cent_window_dos_recall_std,cent_recon_fpr_mean,cent_recon_fpr_std,cent_dos_fpr_mean,cent_dos_fpr_std,cent_bandwidth_mean,cent_bandwidth_std,cent_latency_mean,cent_latency_std
8,2,16,10,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0411,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9991,0.0,0.9946,0.0,0.868,0.0,0.6449,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0205,0.0,0.0,0.0
8,2,16,12,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0411,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9991,0.0,0.9946,0.0,0.868,0.0,0.6449,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0205,0.0,0.0,0.0
8,2,16,14,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0411,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9991,0.0,0.9946,0.0,0.868,0.0,0.6449,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0205,0.0,0.0,0.0
8,2,16,16,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0411,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9991,0.0,0.9946,0.0,0.868,0.0,0.6449,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0205,0.0,0.0,0.0
8,3,4,2,5,0.9974,0.0,0.9742333333333333,0.00040414518843276794,0.0594,0.0006244997998398394,0.7942999999999999,0.0005000000000000143,0.9883000000000001,0.00017320508075698083,0.9353000000000001,0.00017320508075686865,0.8316666666666667,0.00045092497528223974,0.7043666666666667,0.00023094010767593705,0.0397,0.0,0.05000000000000001,0.0,1.0,0.0,0.9973,0.0,0.9983,0.0,0.9827,0.0,0.8981,0.0,0.7543000000000001,0.0,0.0,0.0,0.02,0.0,0.9974,0.0,0.9746,0.0,0.9885,0.0,0.9361,0.0,0.8324000000000001,0.0,0.7048,0.0,0.013199999999999998,0.0,0.05000000000000001,0.0
8,3,4,4,5,0.9125333333333333,0.0029263173671584992,0.8611666666666666,0.002107921567168293,0.31243333333333334,0.002730079363925763,0.7734333333333333,0.0023797758998135698,0.7908333333333334,0.0012055427546683647,0.7294666666666666,0.0029365512652316044,0.48446666666666666,0.0027934447074057732,0.5356333333333333,0.0004725815626252832,0.0397,0.0,0.2733333333333334,0.015275252316519458,1.0,0.0,0.9973,0.0,0.9983,0.0,0.9827,0.0,0.8981,0.0,0.7543000000000001,0.0,0.0,0.0,0.02,0.0,0.9302,0.0,0.8767,0.0,0.8237,0.0,0.7542,0.0,0.5219,0.0,0.5552,0.0,0.013199999999999998,0.0,0.24,0.0
8,3,8,2,5,0.9997000000000001,0.0,0.9975,0.00017320508075698083,0.0181,0.0009643650760992953,0.8549000000000001,0.00017320508075686865,0.9943,0.0,0.9729,0.0005196152422706059,0.8228666666666667,0.00040414518843276566,0.6064666666666667,0.00011547005383791243,0.06160000000000001,0.0,0.04,0.0,1.0,0.0,1.0,0.0,0.9991,0.0,0.9946,0.0,0.868,0.0,0.6449,0.0,0.0,0.0,0.01,0.0,0.9997000000000001,0.0,0.9975999999999999,0.0,0.9943,0.0,0.9732,0.0,0.8236,0.0,0.6066,0.0,0.0205,0.0,0.04,0.0
8,3,8,4,5,0.9807666666666667,0.0013613718571107952,0.9502,0.002879236009777579,0.22623333333333331,0.0043316663460305,0.851,0.004689349635077329,0.9371666666666667,0.0018175074506954182,0.8713666666666667,0.0007094598884597556,0.6857666666666667,0.0022590558499809127,0.5422333333333333,0.0008504900548115838,0.06160000000000001,0.0,0.11666666666666665,0.005773502691896256,1.0,0.0,1.0,0.0,0.9991,0.0,0.9946,0.0,0.868,0.0,0.6449,0.0,0.0,0.0,0.01,0.0,0.9888,0.0,0.9672,0.0,0.9555000000000001,0.0,0.9001,0.0,0.7269,0.0,0.5543,0.0,0.0205,0.0,0.09000000000000001,0.0
8,3,8,6,5,0.8960666666666667,0.0016165807537309503,0.8277333333333333,0.006760424049816153,0.5458666666666666,0.013148890954500052,0.7636666666666666,0.00697591093215312,0.7801333333333332,0.00248260615751541,0.7284,0.0054147945482723656,0.4373333333333333,0.004219399641339213,0.4648333333333334,0.0021385353243126943,0.06160000000000001,0.0,0.18000000000000002,0.009999999999999988,1.0,0.0,1.0,0.0,0.9991,0.0,0.9946,0.0,0.868,0.0,0.6449,0.0,0.0,0.0,0.01,0.0,0.9379,0.0,0.8672,0.0,0.8542,0.0,0.7817,0.0,0.5198,0.0,0.49510000000000004,0.0,0.0205,0.0,0.15,0.0
8,3,8,8,5,0.6836333333333333,0.006222807512155024,0.6999333333333334,0.004244211744639206,0.5571333333333334,0.007784814277382165,0.6755666666666666,0.005300314456080226,0.46116666666666667,0.007726146085425354,0.4876666666666667,0.0063846169292552865,0.21666666666666667,0.001892969448600097,0.3196333333333333,0.0016862186493255703,0.06160000000000001,0.0,0.47333333333333333,0.015275252316519456,1.0,0.0,1.0,0.0,0.9991,0.0,0.9946,0.0,0.868,0.0,0.6449,0.0,0.0,0.0,0.01,0.0,0.7826,0.0,0.7655,0.0,0.5958,0.0,0.6042,0.0,0.2952,0.0,0.38219999999999993,0.0,0.0205,0.0,0.32,0.0
8,3,16,2,5,0.9997000000000001,0.0,0.9974333333333334,0.0002886751345948612,0.0178,0.0006928203230275509,0.8549000000000001,0.00017320508075686865,0.9941333333333334,0.0002886751345947811,0.9726333333333333,0.0006658328118479424,0.823,0.0005000000000000282,0.6063333333333333,5.773502691898025e-05,0.06160000000000001,0.0,0.04,0.0,1.0,0.0,1.0,0.0,0.9991,0.0,0.9946,0.0,0.868,0.0,0.6449,0.0,0.0,0.0,0.01,0.0,0.9997000000000001,0.0,0.9975999999999999,0.0,0.9943,0.0,0.9732,0.0,0.8236,0.0,0.6066,0.0,0.0205,0.0,0.04,0.0
8,3,16,4,5,0.9826666666666667,0.0016010413278030032,0.9520666666666666,0.0047077949544700294,0.22146666666666667,0.0047427137098219685,0.8506666666666667,0.005795112883571292,0.9398,0.001039230484541292,0.8742666666666666,0.004816983841921539,0.6869666666666667,0.0024826061575153897,0.5444333333333333,0.0011015141094572083,0.06160000000000001,0.0,0.11333333333333333,0.005773502691896249,1.0,0.0,1.0,0.0,0.9991,0.0,0.9946,0.0,0.868,0.0,0.6449,0.0,0.0,0.0,0.01,0.0,0.9888,0.0,0.9672,0.0,0.9555000000000001,0.0,0.9001,0.0,0.7269,0.0,0.5543,0.0,0.0205,0.0,0.09000000000000001,0.0
8,3,16,6,5,0.891,0.0038587562763149653,0.8282333333333334,0.007617304860207056,0.5457666666666666,0.006671081871281009,0.7663666666666668,0.006439202849214574,0.7757333333333333,0.0002886751345948612,0.7293,0.0030413812651491354,0.4331,0.0014422205101855985,0.46536666666666665,0.002829016319029151,0.06160000000000001,0.0,0.17666666666666667,0.020816659994661334,1.0,0.0,1.0,0.0,0.9991,0.0,0.9946,0.0,0.868,0.0,0.6449,0.0,0.0,0.0,0.01,0.0,0.9379,0.0,0.8672,0.0,0.8542,0.0,0.7817,0.0,0.5198,0.0,0.49510000000000004,0.0,0.0205,0.0,0.15,0.0
8,3,16,8,5,0.684,0.00413884041731497,0.6990333333333334,0.0013316656236958668,0.5486,0.004782258880487282,0.6765333333333333,0.001767295485574904,0.4537,0.00243310501211928,0.48733333333333334,0.005046120622154574,0.21613333333333332,0.0034847285881877983,0.32293333333333335,0.0009451631252505356,0.06160000000000001,0.0,0.48333333333333334,0.025166114784235815,1.0,0.0,1.0,0.0,0.9991,0.0,0.9946,0.0,0.868,0.0,0.6449,0.0,0.0,0.0,0.01,0.0,0.7826,0.0,0.7655,0.0,0.5958,0.0,0.6042,0.0,0.2952,0.0,0.38219999999999993,0.0,0.0205,0.0,0.32,0.0
8,3,16,10,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06160000000000001,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9991,0.0,0.9946,0.0,0.868,0.0,0.6449,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0205,0.0,0.0,0.0
8,3,16,12,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06160000000000001,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9991,0.0,0.9946,0.0,0.868,0.0,0.6449,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0205,0.0,0.0,0.0
8,3,16,14,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06160000000000001,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9991,0.0,0.9946,0.0,0.868,0.0,0.6449,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0205,0.0,0.0,0.0
8,3,16,16,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06160000000000001,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9991,0.0,0.9946,0.0,0.868,0.0,0.6449,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0205,0.0,0.0,0.0
8,4,4,2,5,0.9974,0.0,0.9746,0.0,0.0589,0.0,0.7940999999999999,0.0,0.9885,0.0,0.9361,0.0,0.8324000000000001,0.0,0.7048,0.0,0.053,0.0,0.05000000000000001,0.0,1.0,0.0,0.9973,0.0,0.9983,0.0,0.9827,0.0,0.8981,0.0,0.7543000000000001,0.0,0.0,0.0,0.02,0.0,0.9974,0.0,0.9746,0.0,0.9885,0.0,0.9361,0.0,0.8324000000000001,0.0,0.7048,0.0,0.013199999999999998,0.0,0.05000000000000001,0.0
8,4,4,4,5,0.9273333333333333,0.0005507570547286335,0.8740333333333333,0.0012662279942148354,0.2803333333333333,0.0018175074506954268,0.7787000000000001,0.002364318083507346,0.8187000000000001,0.002095232683975679,0.7508666666666667,0.00040414518843277363,0.5166333333333334,0.0007023769168568852,0.5527,0.00017320508075686865,0.053,0.0,0.25,0.0,1.0,0.0,0.9973,0.0,0.9983,0.0,0.9827,0.0,0.8981,0.0,0.7543000000000001,0.0,0.0,0.0,0.02,0.0,0.9302,0.0,0.8767,0.0,0.8237,0.0,0.7542,0.0,0.5219,0.0,0.5552,0.0,0.013199999999999998,0.0,0.24,0.0
8,4,8,2,5,0.9997000000000001,0.0,0.9975999999999999,0.0,0.0174,0.0,0.855,0.0,0.9943,0.0,0.9732,0.0,0.8236,0.0,0.6066,0.0,0.0821,0.0,0.04,0.0,1.0,0.0,1.0,0.0,0.9991,0.0,0.9946,0.0,0.868,0.0,0.6449,0.0,0.0,0.0,0.01,0.0,0.9997000000000001,0.0,0.9975999999999999,0.0,0.9943,0.0,0.9732,0.0,0.8236,0.0,0.6066,0.0,0.0205,0.0,0.04,0.0
8,4,8,4,5,0.9860666666666668,0.0011930353445449118,0.9664333333333334,0.00051316014394464,0.17326666666666668,0.0016502525059315484,0.8607333333333332,0.0014364307617610152,0.9530333333333333,0.0009291573243177626,0.8960666666666667,0.001350308606701902,0.7194333333333334,0.000763762615825965,0.5525,0.0010583005244257932,0.0821,0.0,0.10000000000000002,0.0,1.0,0.0,1.0,0.0,0.9991,0.0,0.9946,0.0,0.868,0.0,0.6449,0.0,0.0,0.0,0.01,0.0,0.9888,0.0,0.9672,0.0,0.9555000000000001,0.0,0.9001,0.0,0.7269,0.0,0.5543,0.0,0.0205,0.0,0.09000000000000001,0.0
8,4,8,6,5,0.9255333333333334,0.0020550750189063803,0.8547333333333333,0.004244211744639206,0.49123333333333336,0.007000952316173381,0.7840000000000001,0.002666458325194686,0.8302999999999999,0.0029512709126747645,0.7642333333333333,0.0032715949219506817,0.48963333333333336,0.000763762615825968,0.48643333333333333,0.001289702808143533,0.0821,0.0,0.15666666666666665,0.005773502691896267,1.0,0.0,1.0,0.0,0.9991,0.0,0.9946,0.0,0.868,0.0,0.6449,0.0,0.0,0.0,0.01,0.0,0.9379,0.0,0.8672,0.0,0.8542,0.0,0.7817,0.0,0.5198,0.0,0.49510000000000004,0.0,0.0205,0.0,0.15,0.0
8,4,8,8,5,0.7576333333333333,0.005000333322222939,0.7478666666666666,0.0012503332889007102,0.5769333333333333,0.004726873526268005,0.7131333333333334,0.001270170592217149,0.5700666666666666,0.000230940107675897,0.5802666666666667,0.005643875736879237,0.27026666666666666,0.002983845393671292,0.36883333333333335,0.0012662279942148302,0.0821,0.0,0.3433333333333333,0.011547005383792485,1.0,0.0,1.0,0.0,0.9991,0.0,0.9946,0.0,0.868,0.0,0.6449,0.0,0.0,0.0,0.01,0.0,0.7826,0.0,0.7655,0.0,0.5958,0.0,0.6042,0.0,0.2952,0.0,0.38219999999999993,0.0,0.0205,0.0,0.32,0.0
8,4,16,2,5,0.9997000000000001,0.0,0.9975999999999999,0.0,0.0174,0.0,0.855,0.0,0.9943,0.0,0.9732,0.0,0.8236,0.0,0.6066,0.0,0.0821,0.0,0.04,0.0,1.0,0.0,1.0,0.0,0.9991,0.0,0.9946,0.0,0.868,0.0,0.6449,0.0,0.0,0.0,0.01,0.0,0.9997000000000001,0.0,0.9975999999999999,0.0,0.9943,0.0,0.9732,0.0,0.8236,0.0,0.6066,0.0,0.0205,0.0,0.04,0.0
8,4,16,4,5,0.9875000000000002,0.00017320508075686865,0.9630000000000001,0.0024637369989510063,0.17523333333333335,0.0020984120980716134,0.8573333333333334,0.001858314648635589,0.9515333333333333,0.001501110699893054,0.8934666666666667,0.001436430761761068,0.7188666666666667,0.0009237604307034356,0.5518666666666666,0.0009291573243177915,0.0821,0.0,0.10333333333333333,0.0057735026918962545,1.0,0.0,1.0,0.0,0.9991,0.0,0.9946,0.0,0.868,0.0,0.6449,0.0,0.0,0.0,0.01,0.0,0.9888,0.0,0.9672,0.0,0.9555000000000001,0.0,0.9001,0.0,0.7269,0.0,0.5543,0.0,0.0205,0.0,0.09000000000000001,0.0
8,4,16,6,5,0.9248666666666666,0.0014640127503998453,0.8545666666666666,0.0052309973555081995,0.48923333333333335,0.004495924080023281,0.7831666666666667,0.003800438571182729,0.8318,0.001915724406066782,0.7650333333333333,0.0026083200212652907,0.4893,0.0009000000000000119,0.4859,0.0009848857801796197,0.0821,0.0,0.16,0.0,1.0,0.0,1.0,0.0,0.9991,0.0,0.9946,0.0,0.868,0.0,0.6449,0.0,0.0,0.0,0.01,0.0,0.9379,0.0,0.8672,0.0,0.8542,0.0,0.7817,0.0,0.5198,0.0,0.49510000000000004,0.0,0.0205,0.0,0.15,0.0
8,4,16,8,5,0.7606,0.0017776388834630375,0.7461666666666668,0.002236813209307672,0.5757,0.004813522618623475,0.7121666666666666,0.0027790885796126633,0.5690333333333334,0.0011060440015358691,0.5805666666666667,0.005084617324178241,0.2735666666666667,0.0022722969289539078,0.36850000000000005,0.0005291502622129148,0.0821,0.0,0.33666666666666667,0.0057735026918962675,1.0,0.0,1.0,0.0,0.9991,0.0,0.9946,0.0,0.868,0.0,0.6449,0.0,0.0,0.0,0.01,0.0,0.7826,0.0,0.7655,0.0,0.5958,0.0,0.6042,0.0,0.2952,0.0,0.38219999999999993,0.0,0.0205,0.0,0.32,0.0
8,4,16,10,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0821,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9991,0.0,0.9946,0.0,0.868,0.0,0.6449,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0205,0.0,0.0,0.0
8,4,16,12,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0821,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9991,0.0,0.9946,0.0,0.868,0.0,0.6449,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0205,0.0,0.0,0.0
8,4,16,14,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0821,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9991,0.0,0.9946,0.0,0.868,0.0,0.6449,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0205,0.0,0.0,0.0
8,4,16,16,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0821,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9991,0.0,0.9946,0.0,0.868,0.0,0.6449,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0205,0.0,0.0,0.0
16,2,4,2,5,0.9920666666666667,0.0011930353445448385,0.9476999999999999,0.003675595189897843,0.13506666666666667,0.006429100507328638,0.6218,0.0044542114902640356,0.9710666666666666,0.002775487945088861,0.8761333333333333,0.003165964834506666,0.6413,0.0027184554438136298,0.7698999999999999,0.002165640782770763,0.015400000000000002,0.0,0.10666666666666667,0.005773502691896256,0.9997000000000001,0.0,0.9960999999999999,0.0,0.9979,0.0,0.9748,0.0,0.7684000000000001,0.0,0.8537,0.0,0.0,0.0,0.02,0.0,0.9954,0.0,0.9719000000000001,0.0,0.9868,0.0,0.9181,0.0,0.6850999999999999,0.0,0.7999,0.0,0.007700000000000001,0.0,0.07,0.0
